record_id,doi,material_name,carbonization_temperature_C,carbonization_time_h,heating_rate_C_min,d002_nm,la_nm,lc_nm,id_ig,ssa_m2_g,pore_volume_cm3_g,category,electrolyte_text,current_density_mA_g,ice,plateau_capacity_mAh_g,reversible_capacity_mAh_g,rate_capability,electrolyte_type,lce
,High-yield microstructure-controlled amorphous carbon anode materials through a pre-oxidation strategy for sodium ion batteries,10AC,1000,2.0,3.0,0.374,,0.852,1.98,6.15,0.027,酯类,"1 M NaPF6 dissolved in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v)",30.0,0.71,60.28,177.5,45.7,0.0,0.8953840470548413
,High-yield microstructure-controlled amorphous carbon anode materials through a pre-oxidation strategy for sodium ion batteries,30AC,1000,2.0,3.0,0.37,,0.925,2.03,10.95,0.091,酯类,"1 M NaPF6 dissolved in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v)",30.0,0.63,61.0,203.5,39.5,0.0,0.5322168137473082
1251.0,Ion- and air-tailored micro-honeycomb structures for superior Na-ion storage in coir-derived hard carbon,CCI-1000 ,1000,2.0,,0.386,,1.57,1.2,73.0,,酯类,"1 M NaClO4 in mixed ethylene carbonate/propylene carbonate (EC/PC, 1 : 1 vol.) solution",20.0,0.66,66.51,262.0,78.0,0.0,0.6632942174102643
,Lath-shaped biomass derived hard carbon as anode materials with super rate capability for sodium-ion batteries,PSDHCs-2,800,2.0,10.0,0.3773,,,2.49,338.0,0.215,酯类,1 M NaClO4 dissolved in ethylene carbonate  and propylene carbonate  in a volume ratio of 1:1,30.0,0.6,61.73,247.0,,0.0,0.4054651081081642
,Lath-shaped biomass derived hard carbon as anode materials with super rate capability for sodium-ion batteries,PSDHCs-6,800,2.0,10.0,0.381,,,2.51,334.0,0.264,酯类,1 M NaClO4 dissolved in ethylene carbonate  and propylene carbonate  in a volume ratio of 1:1,30.0,0.43,27.08,152.0,,0.0,-0.2818511521409879
,Lignin Based Electrospun Carbon Fiber Anode for Sodium Ion Batteries,HC-1700,1700,0.33,5.0,0.367,,,0.781,4.7,,醚类,"0.6 M NaPF6 (99%+ pure, Alfa Aesar) in diglyme",30.0,0.92,214.52,280.0,,1.0,2.442347035369205
1261.0,Lotus Seedpod-Derived Hard Carbon with Hierarchical Porous Structure as Stable Anode for Sodium-Ion Batteries,LS1000,1000,2.0,,0.391,,,2.45,751.6,0.233,酯类,1 M NaClO4 dissolved in propylene carbonate with 2% fluoroethylene carbonate (v/v),50.0,0.458,63.48,256.0,85.2,0.0,-0.16839681732546127
,Low-cost water caltrop shell-derived hard carbons with high initial coulombic efficiency for sodium-ion battery anodes,LJ-1500,1500,3.0,5.0,0.37,3.5,1.7,1.64,7.39,,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC): diethyl carbonate (DEC) in a volume ratio of 1:1 in an Ar-filled glovebox,25.0,0.8621,259.7,334.5,38.2,0.0,1.832842488416623
1280.0,Microtubular carbon fibers derived from bamboo and wood as sustainable anodes for lithium and sodium ion batteries,BAM-CF,1000,1.0,,0.397,,,1.226,29.098,0.044,酯类,1 M NaClO4 in ethyl carbonate/dimethyl carbonate (1:1 v/v) with 5% fluoroethylene carbonate additive,50.0,0.727,134.52,320.0,104.0,0.0,0.9794546823485596
,Microtubular carbon fibers derived from bamboo and wood as sustainable anodes for lithium and sodium ion batteries,PAU-CF,1000,1.0,,0.39,,,1.032,16.545,0.054,酯类,1 M NaClO4 in ethyl carbonate/dimethyl carbonate (1:1 v/v) with 5% fluoroethylene carbonate additive,50.0,0.729,134.0,302.0,103.0,0.0,0.9895549111289571
,Nitrogen-rich hierarchically porous carbon as a high-rate anode material with ultra-stable cyclability and high capacity for capacitive sodium-ion batteries,HC,790,2.0,5.0,0.36,,,0.98,743.0,,酯类,1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1: 1 in volume),50.0,0.4167,0.0,190.3,80.1,0.0,-0.33633509533118394
,Novel Method of Fabricating Free-Standing and Nitrogen-Doped 3D Hierarchically Porous Carbon Monoliths as Anodes for High-Performance Sodium-Ion Batteries by Supercritical CO2 Foaming,3DHPCM,800,1.5,5.0,0.366,,,1.13,206.38,0.163,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate (1:1 v/v),50.0,0.622,0.0,286.0,148.0,0.0,0.4980458971195918
,Precise carbon structure control by salt template for high performance sodium-ion storage,3DHSC-2,1500,2.0,,0.365,4.99,1.33,1.07,100.0,,酯类,1 M NaClO4 in ethylene carbonate (EC):diethyl carbonate (DEC) (volume ratio 1:1),50.0,0.644,94.51,208.0,71.6,0.0,0.5927679952523233
,Precise carbon structure control by salt template for high performance sodium-ion storage,3DHSC-4,1500,2.0,,0.372,4.8,1.22,1.09,119.0,,酯类,1 M NaClO4 in ethylene carbonate (EC):diethyl carbonate (DEC) (volume ratio 1:1),50.0,0.6,69.36,215.5,121.9,0.0,0.4054651081081642
,Rapid Sodium-Ion Storage in Hard Carbon Anode Material Derived from Ganoderma lucidum Residue with Inherent Open Channels,GLC-1000,1000,2.0,5.0,0.381,1.969,1.311,2.97,235.0,0.37,醚类,1.0 M NaCF3SO3 dissolved in 100 vol % Diglyme,20.0,0.7265,74.28,251.0,166.7,1.0,0.9769368611483019
1298.0,Regulating Pore Structure of Hierarchical Porous Waste Cork-Derived Hard Carbon Anode for Enhanced Na Storage Performance,CC-Pre-800,800,2.0,,0.403,6.7,1.28,2.87,11.67,0.013,酯类,1 m (mol L-1) NaPF6 in ethyl carbonate (EC) and DMC (1:1 in volume),30.0,0.62,82.0,256.0,,0.0,0.4895482253187058
,Regulating Pore Structure of Hierarchical Porous Waste Cork-Derived Hard Carbon Anode for Enhanced Na Storage Performance,CC-1200,1200,2.0,,0.397,7.8,1.25,2.47,9.23,0.014,酯类,1 m (mol L-1) NaPF6 in ethyl carbonate (EC) and DMC (1:1 in volume),30.0,0.71,160.0,311.0,,0.0,0.8953840470548413
,Regulating Pore Structure of Hierarchical Porous Waste Cork-Derived Hard Carbon Anode for Enhanced Na Storage Performance,CC-1400,1400,2.0,,0.392,8.66,1.36,2.22,8.57,0.011,酯类,1 m (mol L-1) NaPF6 in ethyl carbonate (EC) and DMC (1:1 in volume),30.0,0.76,189.0,326.0,,0.0,1.1526795099383855
,Regulating Pore Structure of Hierarchical Porous Waste Cork-Derived Hard Carbon Anode for Enhanced Na Storage Performance,CC-1600,1600,2.0,,0.376,10.17,1.45,1.89,5.54,0.015,酯类,1 m (mol L-1) NaPF6 in ethyl carbonate (EC) and DMC (1:1 in volume),30.0,0.81,231.0,358.0,,0.0,1.4500101755059986
1312.0,Sodium Storage in Coal/Biomass-Derived Carbon/Carbon 3D Networks,CGC-CS 7,600,2.0,,0.362,,,1.29,116.2,,,,,0.378,0.0,272.7,,,-0.4980458971195917
1313.0,Sodium storage in hard carbon with curved graphene platelets as the basic structural units,SGHC-800,800,2.5,5.0,0.397,2.619,1.761,3.08,31.0,,酯类,1 M NaClO4 in ethylene carbonate/diethyl carbonate (EC/DEC = 1 : 1 by volume),50.0,0.586,91.09,294.9,101.2,0.0,0.34745381575169815
,Sodium storage in hard carbon with curved graphene platelets as the basic structural units,SGHC-1000,1000,2.5,5.0,0.388,3.381,1.813,2.7,20.8,,酯类,1 M NaClO4 in ethylene carbonate/diethyl carbonate (EC/DEC = 1 : 1 by volume),50.0,0.681,165.95,354.8,133.3,0.0,0.758371203364668
,Synthesis of novel hard mesoporous carbons and their applications as anodes for Li and Na ion batteries,C90-150,800,3.0,2.0,0.4,,1.34,1.8,528.0,0.89,酯类,a mixture of ethylene carbonate and methyl-ethyl carbonate (1:1 in volume) with NaPF6 1M,27.0,0.4248,0.0,192.0,,0.0,-0.3030993364791077
,The synergistic effect of carbon coating and CNTs compositing on the hard carbon anode for sodium ion batteries,ME-CC,1400,2.0,4.0,0.375,,,1.11,134.0,,酯类," 1 M 
NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1, v:v) ",30.0,0.7371,66.1,188.5,,0.0,1.0309498364594076
,The synergistic effect of carbon coating and CNTs compositing on the hard carbon anode for sodium ion batteries,ME-CNT-CC,1400,2.0,4.0,0.378,,,1.08,146.0,,酯类," 1 M 
NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1, v:v) ",30.0,0.7839,81.99,203.6,,0.0,1.2885401976818365
,Tuning the Closed Pore Structure of Hard Carbons with the Highest Na Storage Capacity,HC-21-1550,1550,2.0,,0.391,,,1.24,1.44,,酯类," 1 M NaPF6 in ethylene (EC) and dimethyl carbonate 
(DMC) (1:1 in volume)",30.0,0.86,278.79,384.0,,0.0,1.815289966638249
,Tuning the Closed Pore Structure of Hard Carbons with the Highest Na Storage Capacity,HC-81-1550,1550,2.0,,0.389,,,1.245,0.39,,酯类," 1 M NaPF6 in ethylene (EC) and dimethyl carbonate 
(DMC) (1:1 in volume)",30.0,0.82,238.09,351.0,,0.0,1.5163474893680882
,Tuning the Closed Pore Structure of Hard Carbons with the Highest Na Storage Capacity,HC-1550,1550,2.0,,0.386,,,1.243,0.26,,酯类," 1 M NaPF6 in ethylene (EC) and dimethyl carbonate 
(DMC) (1:1 in volume)",30.0,0.8,212.12,304.0,,0.0,1.3862943611198908
,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CHTC1000 ,1000,1.0,5.0,0.394,,,1.26,232.0,,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",30.0,0.5,40.36,178.0,,0.0,0.0
,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CCD1300,1300,1.0,5.0,0.377,,,1.58,10.0,,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",30.0,0.91,193.2,302.0,,0.0,2.313634929180631
,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CHTC1300 ,1300,1.0,5.0,0.392,,,1.34,34.0,,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",30.0,0.75,164.63,297.0,,0.0,1.0986122886681098
,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CCD1500,1500,1.0,5.0,0.371,,,1.67,12.0,,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",30.0,0.89,173.75,279.0,,0.0,2.0907410969337694
,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CHTC1500 ,1500,1.0,5.0,0.381,,,1.62,40.0,,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",30.0,0.76,181.63,298.0,,0.0,1.1526795099383855
1356.0,3D Amorphous Carbon with Controlled Porous and Disordered Structures as a High-Rate Anode Material for Sodium-Ion Batteries,AC,1100,2.0,,0.389,9.61,1.04,1.05,10.8,0.024,酯类,"1 m NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v) ",30.0,0.79,93.68,263.8,75.0,0.0,1.3249254147435987
,3D Amorphous Carbon with Controlled Porous and Disordered Structures as a High-Rate Anode Material for Sodium-Ion Batteries,3DAC,1100,2.0,,0.408,7.98,0.896,1.11,32.8,0.074,酯类,"1 m NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v) ",30.0,0.75,81.92,280.1,138.0,0.0,1.0986122886681098
1358.0,A porous biomass-derived anode for high-performance sodium-ion batteries,HAS-900,900,2.0,,0.402,4.66,1.18,2.0833333333333335,2.7,,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",25.0,0.66,90.73,286.0,100.5,0.0,0.6632942174102643
,A porous biomass-derived anode for high-performance sodium-ion batteries,HAS-1100,1100,2.0,,0.393,5.02,1.22,1.8181818181818181,46.1,,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",25.0,0.65,153.17,306.0,87.5,0.0,0.6190392084062236
,A porous biomass-derived anode for high-performance sodium-ion batteries,HASH-900,900,2.0,,0.392,5.03,1.17,1.8867924528301885,27.9,,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",25.0,0.73,99.19,321.0,117.0,0.0,0.9946225751440619
,A porous biomass-derived anode for high-performance sodium-ion batteries,HASH-1100,1100,2.0,,0.388,5.87,1.2,1.6666666666666667,56.7,,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",25.0,0.77,177.82,359.0,103.4,0.0,1.2083112059245342
,A porous biomass-derived anode for high-performance sodium-ion batteries,HASH-1300,1300,2.0,,0.382,6.19,1.22,1.4492753623188408,13.4,,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",25.0,0.79,234.68,400.0,97.7,0.0,1.3249254147435987
,A porous biomass-derived anode for high-performance sodium-ion batteries,HASH-1500,1500,2.0,,0.372,6.51,1.26,1.3513513513513513,12.4,,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",25.0,0.8,264.31,358.0,62.5,0.0,1.3862943611198908
1369.0,"A sustainable route from corn stalks to N, P-dual doping carbon sheets toward high performance sodium-ion batteries anode","N, P-CS",1200,2.0,,0.391,,1.238,1.692,638.9,,酯类,1.0 MNaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) with a volume ratio of 1:1,50.0,0.531,67.84,309.0,143.0,0.0,0.12415925279565966
1380.0,Constructing graphene-like nanosheets on porous carbon framework for promoted rate performance of Li-ion and Na-ion storage,CNSA-6	,900,2.0,10.0,0.378,,,1.64,1886.0,1.02,酯类,1 mol L-1 NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume ratio),100.0,0.6027,0.0,653.18,175.0,0.0,0.4167278976684452
,Curly hard carbon derived from pistachio shells as high-performance anode materials for sodium-ion batteries,PSHC-900,900,2.0,10.0,0.373,6.501,1.068,2.5773195876288657,224.019,0.122,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and propylene carbonate (PC) in a volume ratio of 1:1,30.0,0.6009,91.75,271.0,100.0,0.0,0.4092165192851939
,Curly hard carbon derived from pistachio shells as high-performance anode materials for sodium-ion batteries,PSHC-1000,1000,2.0,10.0,0.363,6.765,1.072,2.4752475247524752,137.074,0.064,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and propylene carbonate (PC) in a volume ratio of 1:1,30.0,0.6216,108.25,317.0,95.0,0.0,0.4963449618757147
,Curly hard carbon derived from pistachio shells as high-performance anode materials for sodium-ion batteries,PSHC-1100,1100,2.0,10.0,0.36,6.806,1.134,2.463054187192118,194.49,0.1,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and propylene carbonate (PC) in a volume ratio of 1:1,30.0,0.6455,118.56,284.0,80.9,0.0,0.5993168643145148
,Design advanced carbon materials from lignin-based interpenetrating polymer networks for high performance sodium-ion batteries,HCM55-1400,1400,1.0,2.0,0.392,,,1.83,6.5,,酯类,0.8 M NaPF6 in dimethyl carbonate (DMC)/ethylene carbonate (EC) (1/1 in volume) ,30.0,0.82,219.38,318.6,,0.0,1.5163474893680882
1400.0,Expanded biomass-derived hard carbon with ultra-stable performance in sodium-ion batteries,CP,1000,1.0,10.0,0.44,3.86,1.13,1.02,1.86,,酯类, 1 M NaClO4 in a solvent mixture of propylene carbonate (PC) with 5 wt% fluoroethylene carbonate (FEC) ,20.0,0.673,135.0,310.2,91.9,0.0,0.7217851587474746
,Expanding Interlayer Spacing of Hard Carbon by Natural K+ Doping to Boost Na-Ion Storage,HC-1100,1100,2.0,,0.4012,,,1.15,78.97,0.03,酯类,1 M NaClO4 in 1 L of propylene carbonate (PC) with (5 vol %) fluoroethylene carbonate,50.0,0.692,161.56,313.822,91.7,0.0,0.8094861726440948
,Expanding Interlayer Spacing of Hard Carbon by Natural K+ Doping to Boost Na-Ion Storage,HC-1100H,1100,2.0,,0.3941,,,1.18,103.83,0.04,酯类,1 M NaClO4 in 1 L of propylene carbonate (PC) with (5 vol %) fluoroethylene carbonate,50.0,0.652,109.4,246.52,43.3,0.0,0.6278420821521787
1406.0,Exploring Sodium-Ion Storage Mechanism in Hard Carbons with Different Microstructure Prepared by Ball-Milling Method,HC,1300,,1.0,0.375,2.82,1.13,1.35,1.8,,酯类,ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 vol) with 1 m NaClO4,20.0,0.783,181.8,306.4,,0.0,1.2832353424503438
1410.0,Facile hydrothermal treatment route of reed straw-derived hard carbon for high performance sodium ion battery,RS-900,900,3.0,,0.403,3.61,1.1,1.852,325.27,0.18,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),25.0,0.492,39.53,177.7,47.7,0.0,-0.03200273108617384
,Facile hydrothermal treatment route of reed straw-derived hard carbon for high performance sodium ion battery,RS-1100,1100,3.0,,0.398,3.83,1.46,1.64,82.01,0.05,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),25.0,0.731,125.78,338.8,90.7,0.0,0.9997020801479394
,Facile hydrothermal treatment route of reed straw-derived hard carbon for high performance sodium ion battery,RS-1300,1300,3.0,,0.391,4.52,1.6,1.52,36.2,0.04,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),25.0,0.77,206.18,372.0,83.7,0.0,1.2083112059245342
,Facile hydrothermal treatment route of reed straw-derived hard carbon for high performance sodium ion battery,RS-1500,1500,3.0,,0.375,6.18,1.88,1.39,23.87,0.02,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),25.0,0.794,194.82,343.1,39.5,0.0,1.3492072924575549
,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1000,1000,1.0,5.0,0.386,7.48,9.31,2.15,15.6,,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,25.0,0.783,133.0,242.0,,0.0,1.2832353424503438
,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1200,1200,1.0,5.0,0.384,8.29,10.02,2.02,35.1,,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,25.0,0.845,171.0,260.0,,0.0,1.695911510437927
,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1300,1300,1.0,5.0,0.376,8.42,10.29,1.73,26.7,,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,25.0,0.876,196.0,277.0,,0.0,1.9550845253313545
,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1400,1400,1.0,5.0,0.371,8.54,10.89,1.69,34.7,,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,25.0,0.884,205.0,274.0,,0.0,2.0308668715312788
,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1000,1000,1.0,5.0,0.385,8.25,8.67,1.89,103.0,,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,25.0,0.707,134.0,223.0,,0.0,0.8808580568795054
,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1200,1200,1.0,5.0,0.383,8.38,9.69,1.79,66.5,,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,25.0,0.807,188.0,264.0,,0.0,1.4306334793650637
,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1300,1300,1.0,5.0,0.379,8.73,10.35,1.71,38.6,,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,25.0,0.865,217.0,295.0,,0.0,1.8574547284934497
,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1400,1400,1.0,5.0,0.376,9.24,10.72,1.58,33.3,,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,25.0,0.883,226.0,300.0,,0.0,2.021151265806204
1436.0,Hierarchical porous nitrogen-doped carbon material for high performance sodium ion batteries,HPCMs,700,1.0,5.0,0.376,,,0.92,1006.0,0.39,酯类," 1 M NaClO4 in a mixture of dimethyl carbonate (DMC) and ethylene carbonate (EC) (1:1, v/v) ",100.0,0.314,0.0,261.0,156.0,0.0,-0.7814846418176318
1454.0,Honeycomb-like Hard Carbon Derived from Pine Pollen as High-Performance Anode Material for Sodium-Ion Batteries,CPP,900,1.0,5.0,0.41,,1.51,1.07,171.54,,酯类, 1 M NaClO4 in a mixture solvent of ethylene carbonate/propylene carbonate (1:1),100.0,0.598,53.73,221.5,140.3,0.0,0.3971386653316105
1458.0,Low-Defect and Low-Porosity Hard Carbon with High Coulombic Efficiency and High Capacity for Practical Sodium Ion Battery Anode,HC-5,1300,2.0,5.0,0.413,2.15,1.3,3.226,34.0,0.018,酯类,1 m NaClO4 in EC/DEC (1:1 by volume),20.0,0.861,196.01,361.0,,0.0,1.823620571297039
,Low-Defect and Low-Porosity Hard Carbon with High Coulombic Efficiency and High Capacity for Practical Sodium Ion Battery Anode,HC-2,1300,2.0,2.0,0.401,2.26,1.35,2.5,20.0,0.014,酯类,1 m NaClO4 in EC/DEC (1:1 by volume),20.0,0.852,215.96,350.0,,0.0,1.7503742530652007
,Low-Defect and Low-Porosity Hard Carbon with High Coulombic Efficiency and High Capacity for Practical Sodium Ion Battery Anode,HC-1,1300,2.0,1.0,0.398,2.4,1.42,2.38,13.0,0.006,酯类,1 m NaClO4 in EC/DEC (1:1 by volume),20.0,0.813,210.2,344.0,,0.0,1.4696224926932235
,Low-Defect and Low-Porosity Hard Carbon with High Coulombic Efficiency and High Capacity for Practical Sodium Ion Battery Anode,HC-0.5,1300,2.0,0.5,0.391,2.53,1.46,1.923,1.74,,酯类,1 m NaClO4 in EC/DEC (1:1 by volume),20.0,0.789,225.72,338.0,,0.0,1.318908187369808
,Phosphorus-Doped Hard Carbon Nanofibers Prepared by Electrospinning as an Anode in Sodium-Ion Batteries	,CFs-P15,1000,5.0,,0.383,,,1.12,50.628,0.02,酯类,1 M NaClO4 solution in propylene carbonate with 2 vol % fluoroethylene carbonate solvent,50.0,0.557,93.74,288.0,149.0,0.0,0.22899546988214853
1471.0,Pitch-derived N-doped porous carbon nanosheets with expanded interlayer distance as high-performance sodium-ion battery anodes,PCNS1000,1000,2.0,5.0,0.382,,,1.09,546.0,,酯类, 1 M NaClO4 in a 1:1 (v/v) mixture of ethylene carbonate and dimethyl carbonate ,100.0,0.66,0.0,296.0,167.0,0.0,0.6632942174102643
1481.0,Self-Polymerized Disordered Carbon Enabling High Sodium Storage Performance through Expanded Interlayer Spacing by Bound Sulfur Atoms,P750,750,4.0,2.0,0.345,1.46,1.34,0.91,21.8,,酯类,1 M NaPF6 in a mix solvent of ethylene carbonate (EC) and diethyl carbonate (DEC)(v/v=1 : 1) with the addition of 5 wt% fluoroethylene carbonate (FEC) ,20.0,0.547,0.0,152.0,73.8,0.0,0.18855667693894732
,Self-Polymerized Disordered Carbon Enabling High Sodium Storage Performance through Expanded Interlayer Spacing by Bound Sulfur Atoms,PS600,600,4.0,2.0,0.361,1.3,1.24,0.93,44.1,,酯类,1 M NaPF6 in a mix solvent of ethylene carbonate (EC) and diethyl carbonate (DEC)(v/v=1 : 1) with the addition of 5 wt% fluoroethylene carbonate (FEC) ,20.0,0.497,0.0,291.0,158.8,0.0,-0.012000144003110521
,Self-Polymerized Disordered Carbon Enabling High Sodium Storage Performance through Expanded Interlayer Spacing by Bound Sulfur Atoms,PS750,750,4.0,2.0,0.366,1.41,1.38,1.05,75.2,,酯类,1 M NaPF6 in a mix solvent of ethylene carbonate (EC) and diethyl carbonate (DEC)(v/v=1 : 1) with the addition of 5 wt% fluoroethylene carbonate (FEC) ,20.0,0.491,0.0,378.0,212.0,0.0,-0.036003888756002175
1485.0,Sodium-Ion Battery Anodes Comprising Carbon Sheets: Stable Cycling in Half- and Full-Pouch Cell Configuration, carbon sheets,600,3.0,10.0,0.4,,,1.04,430.0,0.198,酯类,0.5 m NaPF6 solution in a mixture of cyclic and aliphatic carbonates,20.0,0.5,0.0,153.0,57.0,0.0,0.0
,Surface-Dominated Sodium Storage Towards High Capacity and Ultrastable Anode Material for Sodium-Ion Batteries,FGS-800,800,3.0,5.0,0.43,,,0.93,586.65,,酯类,1 m NaClO4 dissolved in ethylene carbonate and propylene carbonate (1:1 w/w) with the additive of 2 wt% fluoroethylene carbonate,50.0,0.44,0.0,,191.7,0.0,-0.2411620568168881
1493.0,The Non-Ignorable Impact of Surface Oxygen Groups on the Electrochemical Performance of N/O Dual-Doped Carbon Anodes for Sodium Ion Batteries,PCNSs-700,700,2.0,,0.382,,,1.65,313.0,,醚类,NaSO3CF3 (1M) in diglyme,50.0,0.5966,0.0,318.0,161.6,1.0,0.3913182465605368
,The Non-Ignorable Impact of Surface Oxygen Groups on the Electrochemical Performance of N/O Dual-Doped Carbon Anodes for Sodium Ion Batteries,HPCNSs-700-2,700,2.0,,0.37,,,1.4,320.0,,醚类,NaSO3CF3 (1M) in diglyme,50.0,0.5692,0.0,222.0,132.3,1.0,0.27858792093346396
,The Non-Ignorable Impact of Surface Oxygen Groups on the Electrochemical Performance of N/O Dual-Doped Carbon Anodes for Sodium Ion Batteries,HPCNSs-700-6,700,2.0,,0.37,,,1.37,379.0,,醚类,NaSO3CF3 (1M) in diglyme,50.0,0.512,0.0,192.0,109.1,1.0,0.04800921918636066
1496.0,A green route to synthesize low-cost and high-performance hard carbon as promising sodium-ion battery anodes from sorghum stalk waste,SSHC1100,1100,2.0,2.0,0.395,,0.8,0.356,234.5,0.118,酯类,"1 M NaClO4 in ethylene carbonate/diethyl carbonate (1:1, by volume) containing 2 vol% fluoroethylene carbonate",20.0,0.575,93.03,241.5,,0.0,0.3022808718729335
1507.0,Controlling pseudographtic domain dimension of dandelion derived biomass carbon for excellent sodium-ion storage,PGY-800,800,5.0,5.0,0.38458,8.4,1.09,2.94,9.974,,酯类,1 M NaClO4 in 1:1 by volume ethylene carbonate (EC) and diethyl carbonate (DEC),50.0,0.531,24.53,146.75,56.9,0.0,0.12415925279565966
1515.0,Creative utilization of natural nanocomposites: nitrogen-rich mesoporous carbon for a high-performance sodium ion battery,NMC600,600,2.0,10.0,0.371,,,0.85,539.0,0.56,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2 vol% fluoroethylene carbonate (FEC) ,30.0,0.41723001700680273,0.0,392.53,8.1,0.0,-0.3341548989181714
,Creative utilization of natural nanocomposites: nitrogen-rich mesoporous carbon for a high-performance sodium ion battery,NMC700,700,2.0,10.0,0.366,,,0.94,531.0,0.61,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2 vol% fluoroethylene carbonate (FEC) ,30.0,0.4044,0.0,434.6,159.8,0.0,-0.38716481366353767
